data,estacao,linha,n_passageiros
01/18,Afonso Pena,1,258753
01/18,Estacio,1,234002
01/18,Praca Onze,1,187651
01/18,Central,1,1632386
01/18,Presidente Vargas,1,237165
01/18,Uruguaiana,1,1113432
01/18,Carioca,1,1423748
01/18,Cinelândia,1,878615
01/18,Gloria,1,274483
01/18,Catete,1,295659
01/18,Largo do Machado,1,646284
01/18,Flamengo,1,467946
01/18,Botafogo,1,1390464
01/18,Cardeal Arcoverde,1,452283
01/18,Siqueira Campos,1,787908
01/18,Cantagalo,1,390214
01/18,Ipanema / General Osorio,1,626417
01/18,Cidade Nova,2,208495
01/18,Sao Cristovao,2,260606
01/18,Maracana,2,233214
01/18,Triagem,2,149383
01/18,Maria da Graca,2,181989
01/18,Del Castilho,2,539164
01/18,Inhauma,2,152071
01/18,Engenho da Rainha,2,149922
01/18,Tomas Coelho,2,54655
01/18,Vicente de Carvalho,2,387101
01/18,Iraja,2,316058
01/18,Colegio,2,202401
01/18,Coelho Neto,2,42135
01/18,Acari/Fazenda Botafogo,2,13618
01/18,Engenheiro Rubens Paiva,2,21298
01/18,Pavuna,2,1078613
01/18,Nossa Senhora da Paz,4,403896
01/18,Jardim de Alah,4,315992
01/18,Antero de Quental,4,39256
01/18,Sao Conrado,4,284899
01/18,Jardim Oceânico,4,1048342
02/18,Uruguai,1,538886
02/18,Saens Peña,1,602389
02/18,Sao Francisco Xavier,1,227113
02/18,Afonso Pena,1,265028
02/18,Estacio,1,217127
02/18,Praca Onze,1,228438
02/18,Central,1,1566833
02/18,Presidente Vargas,1,194345
02/18,Uruguaiana,1,999084
02/18,Carioca,1,144037
02/18,Cinelândia,1,801846
02/18,Gloria,1,355129
02/18,Catete,1,221783
02/18,Largo do Machado,1,693979
02/18,Flamengo,1,475121
02/18,Botafogo,1,1329037
02/18,Cardeal Arcoverde,1,434722
02/18,Siqueira Campos,1,734504
02/18,Cantagalo,1,383246
02/18,Ipanema / General Osorio,1,6773
02/18,Cidade Nova,2,200345
02/18,Sao Cristovao,2,294841
02/18,Maracana,2,257893
02/18,Triagem,2,139051
02/18,Maria da Graca,2,190029
02/18,Del Castilho,2,482734
02/18,Inhauma,2,15039
02/18,Engenho da Rainha,2,142147
02/18,Tomas Coelho,2,51687
02/18,Vicente de Carvalho,2,380049
02/18,Iraja,2,305393
02/18,Colegio,2,19231
02/18,Coelho Neto,2,408466
02/18,Acari/Fazenda Botafogo,2,127522
02/18,Engenheiro Rubens Paiva,2,196751
02/18,Pavuna,2,1020022
02/18,Nossa Senhora da Paz,4,395743
02/18,Jardim de Alah,4,318594
02/18,Antero de Quental,4,415164
02/18,Sao Conrado,4,270192
02/18,Jardim Oceânico,4,1049557
03/18,Uruguai,1,610498
03/18,Saens Peña,1,698041
03/18,Sao Francisco Xavier,1,253407
03/18,Afonso Pena,1,299419
03/18,Estacio,1,252966
03/18,Praca Onze,1,205741
03/18,Central,1,1701306
03/18,Presidente Vargas,1,253713
03/18,Uruguaiana,1,1140567
03/18,Carioca,1,1527396
03/18,Cinelândia,1,959157
03/18,Gloria,1,277228
03/18,Catete,1,319529
03/18,Largo do Machado,1,708698
03/18,Flamengo,1,523909
03/18,Botafogo,1,1524657
03/18,Cardeal Arcoverde,1,402717
03/18,Siqueira Campos,1,769717
03/18,Cantagalo,1,381866
03/18,Ipanema / General Osorio,1,516022
03/18,Cidade Nova,2,223764
03/18,Sao Cristovao,2,36111
03/18,Maracana,2,289233
03/18,Triagem,2,161037
03/18,Maria da Graca,2,210213
03/18,Del Castilho,2,543431
03/18,Inhauma,2,157834
03/18,Engenho da Rainha,2,158317
03/18,Tomas Coelho,2,58408
03/18,Vicente de Carvalho,2,416709
03/18,Iraja,2,343343
03/18,Colegio,2,213547
03/18,Coelho Neto,2,427509
03/18,Acari/Fazenda Botafogo,2,142035
03/18,Engenheiro Rubens Paiva,2,224882
03/18,Pavuna,2,1101535
03/18,Nossa Senhora da Paz,4,406487
03/18,Jardim de Alah,4,320215
03/18,Antero de Quental,4,451267
03/18,Sao Conrado,4,298259
03/18,Jardim Oceânico,4,1121369
04/18,Uruguai,1,579562
04/18,Saens Peña,1,655397
04/18,Sao Francisco Xavier,1,23673
04/18,Afonso Pena,1,281352
04/18,Estacio,1,234986
04/18,Praca Onze,1,19007
04/18,Central,1,1615329
04/18,Presidente Vargas,1,241548
04/18,Uruguaiana,1,1059334
04/18,Carioca,1,1429713
04/18,Cinelândia,1,879613
04/18,Gloria,1,238944
04/18,Catete,1,30238
04/18,Largo do Machado,1,663058
04/18,Flamengo,1,495282
04/18,Botafogo,1,1439768
04/18,Cardeal Arcoverde,1,366681
04/18,Siqueira Campos,1,719465
04/18,Cantagalo,1,360109
04/18,Ipanema / General Osorio,1,474273
04/18,Cidade Nova,2,209853
04/18,Sao Cristovao,2,342524
04/18,Maracana,2,285568
04/18,Triagem,2,15044
04/18,Maria da Graca,2,206096
04/18,Del Castilho,2,509906
04/18,Inhauma,2,150575
04/18,Engenho da Rainha,2,151296
04/18,Tomas Coelho,2,54937
04/18,Vicente de Carvalho,2,39876
04/18,Iraja,2,333483
04/18,Colegio,2,200459
04/18,Coelho Neto,2,392757
04/18,Acari/Fazenda Botafogo,2,133616
04/18,Engenheiro Rubens Paiva,2,208088
04/18,Pavuna,2,1024312
04/18,Nossa Senhora da Paz,4,377941
04/18,Jardim de Alah,4,3019
04/18,Antero de Quental,4,422295
04/18,Sao Conrado,4,277499
04/18,Jardim Oceânico,4,1050364
05/18,Uruguai,1,615812
05/18,Saens Peña,1,696855
05/18,Sao Francisco Xavier,1,251497
05/18,Afonso Pena,1,300493
05/18,Estacio,1,256528
05/18,Praca Onze,1,195185
05/18,Central,1,1689227
05/18,Presidente Vargas,1,250434
05/18,Uruguaiana,1,1099371
05/18,Carioca,1,149658
05/18,Cinelândia,1,923818
05/18,Gloria,1,239758
05/18,Catete,1,318015
05/18,Largo do Machado,1,694883
05/18,Flamengo,1,530099
05/18,Botafogo,1,152747
05/18,Cardeal Arcoverde,1,380417
05/18,Siqueira Campos,1,75413
05/18,Cantagalo,1,370995
05/18,Ipanema / General Osorio,1,490027
05/18,Cidade Nova,2,215022
05/18,Sao Cristovao,2,35337
05/18,Maracana,2,337489
05/18,Triagem,2,162055
05/18,Maria da Graca,2,216102
05/18,Del Castilho,2,563435
05/18,Inhauma,2,162939
05/18,Engenho da Rainha,2,161474
05/18,Tomas Coelho,2,58282
05/18,Vicente de Carvalho,2,412645
05/18,Iraja,2,343292
05/18,Colegio,2,216656
05/18,Coelho Neto,2,37781
05/18,Acari/Fazenda Botafogo,2,140925
05/18,Engenheiro Rubens Paiva,2,22076
05/18,Pavuna,2,1091987
05/18,Nossa Senhora da Paz,4,401364
05/18,Jardim de Alah,4,325243
05/18,Antero de Quental,4,44644
05/18,Sao Conrado,4,292004
05/18,Jardim Oceânico,4,1111894
06/18,Uruguai,1,584885
06/18,Saens Peña,1,659504
06/18,Sao Francisco Xavier,1,243202
06/18,Afonso Pena,1,288859
06/18,Estacio,1,240185
06/18,Praca Onze,1,185832
06/18,Central,1,162075
06/18,Presidente Vargas,1,248213
06/18,Uruguaiana,1,1072404
06/18,Carioca,1,141229
06/18,Cinelândia,1,856268
06/18,Gloria,1,235312
06/18,Catete,1,304596
06/18,Largo do Machado,1,655281
06/18,Flamengo,1,509829
06/18,Botafogo,1,1451701
06/18,Cardeal Arcoverde,1,35485
06/18,Siqueira Campos,1,718224
06/18,Cantagalo,1,349425
06/18,Ipanema / General Osorio,1,456117
06/18,Cidade Nova,2,204974
06/18,Sao Cristovao,2,335697
06/18,Maracana,2,29159
06/18,Triagem,2,152756
06/18,Maria da Graca,2,20873
06/18,Del Castilho,2,531686
06/18,Inhauma,2,155944
06/18,Engenho da Rainha,2,154008
06/18,Tomas Coelho,2,55779
06/18,Vicente de Carvalho,2,393333
06/18,Iraja,2,327029
06/18,Colegio,2,205559
06/18,Coelho Neto,2,36369
06/18,Acari/Fazenda Botafogo,2,135465
06/18,Engenheiro Rubens Paiva,2,211074
06/18,Pavuna,2,1032658
06/18,Nossa Senhora da Paz,4,377887
06/18,Jardim de Alah,4,304887
06/18,Antero de Quental,4,408303
06/18,Sao Conrado,4,282737
06/18,Jardim Oceânico,4,1050149
07/18,Uruguai,1,585604
07/18,Saens Peña,1,669654
07/18,Sao Francisco Xavier,1,240877
07/18,Afonso Pena,1,279763
07/18,Estacio,1,242266
07/18,Praca Onze,1,180501
07/18,Central,1,1647001
07/18,Presidente Vargas,1,245572
07/18,Uruguaiana,1,1069027
07/18,Carioca,1,1464076
07/18,Cinelândia,1,882816
07/18,Gloria,1,264888
07/18,Catete,1,301646
07/18,Largo do Machado,1,658928
07/18,Flamengo,1,506541
07/18,Botafogo,1,1446979
07/18,Cardeal Arcoverde,1,376693
07/18,Siqueira Campos,1,74744
07/18,Cantagalo,1,368303
07/18,Ipanema / General Osorio,1,504953
07/18,Cidade Nova,2,203019
07/18,Sao Cristovao,2,294687
07/18,Maracana,2,298591
07/18,Triagem,2,155135
07/18,Maria da Graca,2,204829
07/18,Del Castilho,2,534068
07/18,Inhauma,2,155221
07/18,Engenho da Rainha,2,15483
07/18,Tomas Coelho,2,55476
07/18,Vicente de Carvalho,2,393715
07/18,Iraja,2,325887
07/18,Colegio,2,2078
07/18,Coelho Neto,2,34398
07/18,Acari/Fazenda Botafogo,2,13674
07/18,Engenheiro Rubens Paiva,2,214041
07/18,Pavuna,2,1059316
07/18,Nossa Senhora da Paz,4,407607
07/18,Jardim de Alah,4,319452
07/18,Antero de Quental,4,406062
07/18,Sao Conrado,4,286264
07/18,Jardim Oceânico,4,1078158
08/18,Uruguai,1,635373
08/18,Saens Peña,1,7182
08/18,Sao Francisco Xavier,1,262465
08/18,Afonso Pena,1,312826
08/18,Estacio,1,258396
08/18,Praca Onze,1,205312
08/18,Central,1,1783754
08/18,Presidente Vargas,1,27677
08/18,Uruguaiana,1,1171815
08/18,Carioca,1,162362
08/18,Cinelândia,1,981241
08/18,Gloria,1,29228
08/18,Catete,1,332448
08/18,Largo do Machado,1,732782
08/18,Flamengo,1,56319
08/18,Botafogo,1,1606604
08/18,Cardeal Arcoverde,1,398814
08/18,Siqueira Campos,1,785355
08/18,Cantagalo,1,401878
08/18,Ipanema / General Osorio,1,506304
08/18,Cidade Nova,2,234912
08/18,Sao Cristovao,2,375384
08/18,Maracana,2,315278
08/18,Triagem,2,167256
08/18,Maria da Graca,2,222351
08/18,Del Castilho,2,565539
08/18,Inhauma,2,164985
08/18,Engenho da Rainha,2,165942
08/18,Tomas Coelho,2,58679
08/18,Vicente de Carvalho,2,429601
08/18,Iraja,2,356234
08/18,Colegio,2,222349
08/18,Coelho Neto,2,431324
08/18,Acari/Fazenda Botafogo,2,143972
08/18,Engenheiro Rubens Paiva,2,22912
08/18,Pavuna,2,1118953
08/18,Nossa Senhora da Paz,4,428063
08/18,Jardim de Alah,4,345538
08/18,Antero de Quental,4,467915
08/18,Sao Conrado,4,308327
08/18,Jardim Oceânico,4,1206465
09/18,Uruguai,1,57038
09/18,Saens Peña,1,641651
09/18,Sao Francisco Xavier,1,233768
09/18,Afonso Pena,1,278904
09/18,Estacio,1,236695
09/18,Praca Onze,1,179158
09/18,Central,1,1599966
09/18,Presidente Vargas,1,239438
09/18,Uruguaiana,1,1010295
09/18,Carioca,1,1351298
09/18,Cinelândia,1,8556
09/18,Gloria,1,267633
09/18,Catete,1,302136
09/18,Largo do Machado,1,652774
09/18,Flamengo,1,496693
09/18,Botafogo,1,1419497
09/18,Cardeal Arcoverde,1,39281
09/18,Siqueira Campos,1,694561
09/18,Cantagalo,1,36497
09/18,Ipanema / General Osorio,1,507441
09/18,Cidade Nova,2,196661
09/18,Sao Cristovao,2,342239
09/18,Maracana,2,305834
09/18,Triagem,2,153811
09/18,Maria da Graca,2,206447
09/18,Del Castilho,2,52413
09/18,Inhauma,2,15508
09/18,Engenho da Rainha,2,151877
09/18,Tomas Coelho,2,55019
09/18,Vicente de Carvalho,2,39487
09/18,Iraja,2,323887
09/18,Colegio,2,202813
09/18,Coelho Neto,2,378843
09/18,Acari/Fazenda Botafogo,2,134947
09/18,Engenheiro Rubens Paiva,2,208829
09/18,Pavuna,2,10284
09/18,Nossa Senhora da Paz,4,39131
09/18,Jardim de Alah,4,309851
09/18,Antero de Quental,4,426064
09/18,Sao Conrado,4,292131
09/18,Jardim Oceânico,4,1103268
10/18,Uruguai,1,611924
10/18,Saens Peña,1,686705
10/18,Sao Francisco Xavier,1,248224
10/18,Afonso Pena,1,293022
10/18,Estacio,1,249072
10/18,Praca Onze,1,197078
10/18,Central,1,1723081
10/18,Presidente Vargas,1,255863
10/18,Uruguaiana,1,1112691
10/18,Carioca,1,1490063
10/18,Cinelândia,1,94054
10/18,Gloria,1,281182
10/18,Catete,1,32051
10/18,Largo do Machado,1,698652
10/18,Flamengo,1,538485
10/18,Botafogo,1,153455
10/18,Cardeal Arcoverde,1,390678
10/18,Siqueira Campos,1,76734
10/18,Cantagalo,1,392755
10/18,Ipanema / General Osorio,1,492552
10/18,Cidade Nova,2,220598
10/18,Sao Cristovao,2,343429
10/18,Maracana,2,327612
10/18,Triagem,2,158123
10/18,Maria da Graca,2,215483
10/18,Del Castilho,2,54835
10/18,Inhauma,2,159706
10/18,Engenho da Rainha,2,157937
10/18,Tomas Coelho,2,5784
10/18,Vicente de Carvalho,2,414452
10/18,Iraja,2,344326
10/18,Colegio,2,215364
10/18,Coelho Neto,2,422869
10/18,Acari/Fazenda Botafogo,2,138334
10/18,Engenheiro Rubens Paiva,2,224991
10/18,Pavuna,2,1099634
10/18,Nossa Senhora da Paz,4,408888
10/18,Jardim de Alah,4,328435
10/18,Antero de Quental,4,455502
10/18,Sao Conrado,4,309671
10/18,Jardim Oceânico,4,1180912
11/18,Uruguai,1,552588
11/18,Saens Peña,1,626791
11/18,Sao Francisco Xavier,1,222722
11/18,Afonso Pena,1,265018
11/18,Estacio,1,228683
11/18,Praca Onze,1,178411
11/18,Central,1,1588389
11/18,Presidente Vargas,1,238298
11/18,Uruguaiana,1,1002794
11/18,Carioca,1,1294505
11/18,Cinelândia,1,811846
11/18,Gloria,1,256764
11/18,Catete,1,290338
11/18,Largo do Machado,1,633635
11/18,Flamengo,1,486501
11/18,Botafogo,1,1387561
11/18,Cardeal Arcoverde,1,387763
11/18,Siqueira Campos,1,719443
11/18,Cantagalo,1,363621
11/18,Ipanema / General Osorio,1,500056
11/18,Cidade Nova,2,190924
11/18,Sao Cristovao,2,31469
11/18,Maracana,2,288283
11/18,Triagem,2,146297
11/18,Maria da Graca,2,200397
11/18,Del Castilho,2,52531
11/18,Inhauma,2,149897
11/18,Engenho da Rainha,2,147889
11/18,Tomas Coelho,2,53673
11/18,Vicente de Carvalho,2,381094
11/18,Iraja,2,316159
11/18,Colegio,2,198419
11/18,Coelho Neto,2,399417
11/18,Acari/Fazenda Botafogo,2,1287
11/18,Engenheiro Rubens Paiva,2,209902
11/18,Pavuna,2,1039397
11/18,Nossa Senhora da Paz,4,398231
11/18,Jardim de Alah,4,318332
11/18,Antero de Quental,4,422784
11/18,Sao Conrado,4,295166
11/18,Jardim Oceânico,4,1061452
12/18,Uruguai,1,562617
12/18,Saens Peña,1,655737
12/18,Sao Francisco Xavier,1,22207
12/18,Afonso Pena,1,26083
12/18,Estacio,1,236784
12/18,Praca Onze,1,173958
12/18,Central,1,1632015
12/18,Presidente Vargas,1,23629
12/18,Uruguaiana,1,1018226
12/18,Carioca,1,1228893
12/18,Cinelândia,1,764921
12/18,Gloria,1,266206
12/18,Catete,1,29898
12/18,Largo do Machado,1,645217
12/18,Flamengo,1,477115
12/18,Botafogo,1,1345469
12/18,Cardeal Arcoverde,1,421825
12/18,Siqueira Campos,1,75499
12/18,Cantagalo,1,377581
12/18,Ipanema / General Osorio,1,596283
12/18,Cidade Nova,2,18134
12/18,Sao Cristovao,2,272894
12/18,Maracana,2,277479
12/18,Triagem,2,1534
12/18,Maria da Graca,2,210081
12/18,Del Castilho,2,574067
12/18,Inhauma,2,156349
12/18,Engenho da Rainha,2,154709
12/18,Tomas Coelho,2,56209
12/18,Vicente de Carvalho,2,384082
12/18,Iraja,2,318507
12/18,Colegio,2,206828
12/18,Coelho Neto,2,423948
12/18,Acari/Fazenda Botafogo,2,138187
12/18,Engenheiro Rubens Paiva,2,219075
12/18,Pavuna,2,1104252
12/18,Nossa Senhora da Paz,4,442228
12/18,Jardim de Alah,4,349144
12/18,Antero de Quental,4,424707
12/18,Sao Conrado,4,310476
12/18,Jardim Oceânico,4,1109241
01/19,Uruguai,1,556685
01/19,Saens Peña,1,63192
01/19,Sao Francisco Xavier,1,220036
01/19,Afonso Pena,1,25737
01/19,Estacio,1,228057
01/19,Praca Onze,1,175413
01/19,Central,1,1651669
01/19,Presidente Vargas,1,237478
01/19,Uruguaiana,1,1046561
01/19,Carioca,1,137684
01/19,Cinelândia,1,836788
01/19,Gloria,1,264695
01/19,Catete,1,292355
01/19,Largo do Machado,1,630544
01/19,Flamengo,1,482933
01/19,Botafogo,1,1365638
01/19,Cardeal Arcoverde,1,447985
01/19,Siqueira Campos,1,791181
01/19,Cantagalo,1,39584
01/19,Ipanema / General Osorio,1,639565
01/19,Cidade Nova,2,197535
01/19,Sao Cristovao,2,253337
01/19,Maracana,2,247547
01/19,Triagem,2,146995
01/19,Maria da Graca,2,208614
01/19,Del Castilho,2,534163
01/19,Inhauma,2,154852
01/19,Engenho da Rainha,2,153706
01/19,Tomas Coelho,2,53985
01/19,Vicente de Carvalho,2,372673
01/19,Iraja,2,319384
01/19,Colegio,2,210816
01/19,Coelho Neto,2,423106
01/19,Acari/Fazenda Botafogo,2,138831
01/19,Engenheiro Rubens Paiva,2,220933
01/19,Pavuna,2,1102682
01/19,Nossa Senhora da Paz,4,44878
01/19,Jardim de Alah,4,344702
01/19,Antero de Quental,4,417405
01/19,Sao Conrado,4,296117
01/19,Jardim Oceânico,4,1166875
02/19,Uruguai,1,56378
02/19,Saens Peña,1,635478
02/19,Sao Francisco Xavier,1,227321
02/19,Afonso Pena,1,267412
02/19,Estacio,1,224747
02/19,Praca Onze,1,189598
02/19,Central,1,1594371
02/19,Presidente Vargas,1,246943
02/19,Uruguaiana,1,1073936
02/19,Carioca,1,1415167
02/19,Cinelândia,1,832292
02/19,Gloria,1,265257
02/19,Catete,1,277226
02/19,Largo do Machado,1,649338
02/19,Flamengo,1,488258
02/19,Botafogo,1,138794
02/19,Cardeal Arcoverde,1,385594
02/19,Siqueira Campos,1,72998
02/19,Cantagalo,1,368889
02/19,Ipanema / General Osorio,1,511779
02/19,Cidade Nova,2,198764
02/19,Sao Cristovao,2,309266
02/19,Maracana,2,269772
02/19,Triagem,2,144564
02/19,Maria da Graca,2,202176
02/19,Del Castilho,2,512385
02/19,Inhauma,2,149707
02/19,Engenho da Rainha,2,147842
02/19,Tomas Coelho,2,514
02/19,Vicente de Carvalho,2,375734
02/19,Iraja,2,319485
02/19,Colegio,2,20284
02/19,Coelho Neto,2,40255
02/19,Acari/Fazenda Botafogo,2,13104
02/19,Engenheiro Rubens Paiva,2,210374
02/19,Pavuna,2,1029128
02/19,Nossa Senhora da Paz,4,411221
02/19,Jardim de Alah,4,330537
02/19,Antero de Quental,4,434539
02/19,Sao Conrado,4,324167
02/19,Jardim Oceânico,4,1204941
03/19,Uruguai,1,594797
03/19,Saens Peña,1,648098
03/19,Sao Francisco Xavier,1,240531
03/19,Afonso Pena,1,283103
03/19,Estacio,1,2418
03/19,Praca Onze,1,227968
03/19,Central,1,1745347
03/19,Presidente Vargas,1,213805
03/19,Uruguaiana,1,1024616
03/19,Carioca,1,1536297
03/19,Cinelândia,1,852926
03/19,Gloria,1,374194
03/19,Catete,1,265553
03/19,Largo do Machado,1,730613
03/19,Flamengo,1,525193
03/19,Botafogo,1,1459503
03/19,Cardeal Arcoverde,1,443745
03/19,Siqueira Campos,1,772609
03/19,Cantagalo,1,397402
03/19,Ipanema / General Osorio,1,557238
03/19,Cidade Nova,2,212802
03/19,Sao Cristovao,2,345829
03/19,Maracana,2,339573
03/19,Triagem,2,15784
03/19,Maria da Graca,2,223512
03/19,Del Castilho,2,566592
03/19,Inhauma,2,164042
03/19,Engenho da Rainha,2,154918
03/19,Tomas Coelho,2,55326
03/19,Vicente de Carvalho,2,415446
03/19,Iraja,2,33624
03/19,Colegio,2,213891
03/19,Coelho Neto,2,443752
03/19,Acari/Fazenda Botafogo,2,138043
03/19,Engenheiro Rubens Paiva,2,21731
03/19,Pavuna,2,1095009
03/19,Nossa Senhora da Paz,4,400784
03/19,Jardim de Alah,4,347108
03/19,Antero de Quental,4,501986
03/19,Sao Conrado,4,322705
03/19,Jardim Oceânico,4,1259645
04/19,Uruguai,1,585926
04/19,Saens Peña,1,646209
04/19,Sao Francisco Xavier,1,234469
04/19,Afonso Pena,1,276735
04/19,Estacio,1,23275
04/19,Praca Onze,1,182585
04/19,Central,1,1604023
04/19,Presidente Vargas,1,244541
04/19,Uruguaiana,1,1016559
04/19,Carioca,1,1371237
04/19,Cinelândia,1,846981
04/19,Gloria,1,266656
04/19,Catete,1,299801
04/19,Largo do Machado,1,647878
04/19,Flamengo,1,504853
04/19,Botafogo,1,1440758
04/19,Cardeal Arcoverde,1,382942
04/19,Siqueira Campos,1,735128
04/19,Cantagalo,1,370795
04/19,Ipanema / General Osorio,1,471198
04/19,Cidade Nova,2,199031
04/19,Sao Cristovao,2,328578
04/19,Maracana,2,326242
04/19,Triagem,2,150278
04/19,Maria da Graca,2,203863
04/19,Del Castilho,2,54592
04/19,Inhauma,2,151873
04/19,Engenho da Rainha,2,150668
04/19,Tomas Coelho,2,53258
04/19,Vicente de Carvalho,2,387034
04/19,Iraja,2,3280
04/19,Colegio,2,207387
04/19,Coelho Neto,2,411236
04/19,Acari/Fazenda Botafogo,2,13461
04/19,Engenheiro Rubens Paiva,2,217551
04/19,Pavuna,2,106377
04/19,Nossa Senhora da Paz,4,412067
04/19,Jardim de Alah,4,329993
04/19,Antero de Quental,4,46267
04/19,Sao Conrado,4,328498
04/19,Jardim Oceânico,4,1240857
05/19,Uruguai,1,643149
05/19,Saens Peña,1,71501
05/19,Sao Francisco Xavier,1,254297
05/19,Afonso Pena,1,302537
05/19,Estacio,1,256834
05/19,Praca Onze,1,201203
05/19,Central,1,1770288
05/19,Presidente Vargas,1,273656
05/19,Uruguaiana,1,1140864
05/19,Carioca,1,1574567
05/19,Cinelândia,1,962177
05/19,Gloria,1,287749
05/19,Catete,1,328677
05/19,Largo do Machado,1,714696
05/19,Flamengo,1,560173
05/19,Botafogo,1,1605663
05/19,Cardeal Arcoverde,1,406363
05/19,Siqueira Campos,1,800854
05/19,Cantagalo,1,406762
05/19,Ipanema / General Osorio,1,492442
05/19,Cidade Nova,2,225634
05/19,Sao Cristovao,2,369256
05/19,Maracana,2,345273
05/19,Triagem,2,160501
05/19,Maria da Graca,2,220038
05/19,Del Castilho,2,586563
05/19,Inhauma,2,163401
05/19,Engenho da Rainha,2,163097
05/19,Tomas Coelho,2,56916
05/19,Vicente de Carvalho,2,41831
05/19,Iraja,2,359242
05/19,Colegio,2,22189
05/19,Coelho Neto,2,431507
05/19,Acari/Fazenda Botafogo,2,142537
05/19,Engenheiro Rubens Paiva,2,229362
05/19,Pavuna,2,1123281
05/19,Nossa Senhora da Paz,4,443113
05/19,Jardim de Alah,4,361177
05/19,Antero de Quental,4,514742
05/19,Sao Conrado,4,350284
05/19,Jardim Oceânico,4,1378654
06/19,Uruguai,1,572264
06/19,Saens Peña,1,642209
06/19,Sao Francisco Xavier,1,233209
06/19,Afonso Pena,1,273219
06/19,Estacio,1,23151
06/19,Praca Onze,1,17799
06/19,Central,1,1584591
06/19,Presidente Vargas,1,234762
06/19,Uruguaiana,1,1001529
06/19,Carioca,1,1366547
06/19,Cinelândia,1,830159
06/19,Gloria,1,263441
06/19,Catete,1,300401
06/19,Largo do Machado,1,646945
06/19,Flamengo,1,497513
06/19,Botafogo,1,1441968
06/19,Cardeal Arcoverde,1,387859
06/19,Siqueira Campos,1,738494
06/19,Cantagalo,1,375677
06/19,Ipanema / General Osorio,1,470447
06/19,Cidade Nova,2,199549
06/19,Sao Cristovao,2,334028
06/19,Maracana,2,319389
06/19,Triagem,2,145138
06/19,Maria da Graca,2,20036
06/19,Del Castilho,2,542959
06/19,Inhauma,2,149465
06/19,Engenho da Rainha,2,148385
06/19,Tomas Coelho,2,53032
06/19,Vicente de Carvalho,2,378658
06/19,Iraja,2,31952
06/19,Colegio,2,200805
06/19,Coelho Neto,2,393476
06/19,Acari/Fazenda Botafogo,2,13155
06/19,Engenheiro Rubens Paiva,2,210327
06/19,Pavuna,2,1018662
06/19,Nossa Senhora da Paz,4,410252
06/19,Jardim de Alah,4,332238
06/19,Antero de Quental,4,47391
06/19,Sao Conrado,4,336852
06/19,Jardim Oceânico,4,128185
07/19,Uruguai,1,626209
07/19,Saens Peña,1,712988
07/19,Sao Francisco Xavier,1,249679
07/19,Afonso Pena,1,282124
07/19,Estacio,1,250586
07/19,Praca Onze,1,194262
07/19,Central,1,1743477
07/19,Presidente Vargas,1,264516
07/19,Uruguaiana,1,1135905
07/19,Carioca,1,1590513
07/19,Cinelândia,1,954459
07/19,Gloria,1,282689
07/19,Catete,1,316666
07/19,Largo do Machado,1,698802
07/19,Flamengo,1,540159
07/19,Botafogo,1,1564426
07/19,Cardeal Arcoverde,1,416284
07/19,Siqueira Campos,1,805992
07/19,Cantagalo,1,407727
07/19,Ipanema / General Osorio,1,518909
07/19,Cidade Nova,2,223161
07/19,Sao Cristovao,2,313599
07/19,Maracana,2,332303
07/19,Triagem,2,159322
07/19,Maria da Graca,2,21529
07/19,Del Castilho,2,585151
07/19,Inhauma,2,165214
07/19,Engenho da Rainha,2,162076
07/19,Tomas Coelho,2,57252
07/19,Vicente de Carvalho,2,411309
07/19,Iraja,2,349578
07/19,Colegio,2,217277
07/19,Coelho Neto,2,429673
07/19,Acari/Fazenda Botafogo,2,144568
07/19,Engenheiro Rubens Paiva,2,231779
07/19,Pavuna,2,1129018
07/19,Nossa Senhora da Paz,4,459893
07/19,Jardim de Alah,4,371416
07/19,Antero de Quental,4,502507
07/19,Sao Conrado,4,351114
07/19,Jardim Oceânico,4,1399864
08/19,Uruguai,1,638839
08/19,Saens Peña,1,712185
08/19,Sao Francisco Xavier,1,254399
08/19,Afonso Pena,1,290431
08/19,Estacio,1,252445
08/19,Praca Onze,1,197271
08/19,Central,1,1744491
08/19,Presidente Vargas,1,265743
08/19,Uruguaiana,1,1118941
08/19,Carioca,1,155537
08/19,Cinelândia,1,952219
08/19,Gloria,1,287238
08/19,Catete,1,324543
08/19,Largo do Machado,1,713112
08/19,Flamengo,1,560434
08/19,Botafogo,1,1588238
08/19,Cardeal Arcoverde,1,414576
08/19,Siqueira Campos,1,801349
08/19,Cantagalo,1,407548
08/19,Ipanema / General Osorio,1,51145
08/19,Cidade Nova,2,218681
08/19,Sao Cristovao,2,364881
08/19,Maracana,2,34804
08/19,Triagem,2,162536
08/19,Maria da Graca,2,222006
08/19,Del Castilho,2,595656
08/19,Inhauma,2,167487
08/19,Engenho da Rainha,2,165033
08/19,Tomas Coelho,2,5763
08/19,Vicente de Carvalho,2,417233
08/19,Iraja,2,354124
08/19,Colegio,2,218041
08/19,Coelho Neto,2,416815
08/19,Acari/Fazenda Botafogo,2,144573
08/19,Engenheiro Rubens Paiva,2,232024
08/19,Pavuna,2,1127626
08/19,Nossa Senhora da Paz,4,453951
08/19,Jardim de Alah,4,375135
08/19,Antero de Quental,4,525808
08/19,Sao Conrado,4,357154
08/19,Jardim Oceânico,4,1420219
09/19,Uruguai,1,609883
09/19,Saens Peña,1,668488
